,val_loss,val_acc,loss,acc
0,0.6285141303086632,0.7831423895253683,0.49590913194193326,0.8317265556529361
1,0.6281351127132847,0.7839607200333802,0.4774137067021663,0.8448729185134459
2,0.6182509928014976,0.7847790508340502,0.4655893010073435,0.8485539000980902
3,0.6153316020770471,0.7880523731587561,0.46503219067475754,0.8506573181524285
4,0.6096048516552108,0.7872340425531915,0.4541781827089141,0.8529360210446283
5,0.6013768302633408,0.7986906710310966,0.4321557378763697,0.8643295354951797
6,0.6067177703552278,0.7913256954834621,0.43639652374854326,0.8576687116877851
7,0.5953255876191509,0.7937806873977087,0.4315055317726185,0.860823838748397
8,0.5887680136630656,0.8003273323397785,0.4126523690512053,0.8678352322733057
9,0.5862749926197158,0.7962356793119553,0.4126209001025017,0.8706397896581946
10,0.5841582361151466,0.7978723404255319,0.39279429649282815,0.8750219106151805
11,0.5775065641795359,0.8036006546644845,0.3917374976782502,0.872392638078601
12,0.5788118857798912,0.8003273321446732,0.39050498472087536,0.8734443470848745
13,0.5786537445118306,0.79623567911685,0.38827031364208975,0.8751971954425942
14,0.5718275133014311,0.7978723403279793,0.37582129983396306,0.8802804557614741
15,0.5660505455273849,0.8011456628477905,0.36569260647169444,0.8864154250866274
16,0.5639369435084042,0.8011456629453431,0.36559295771834516,0.8886941279683794
17,0.5592288116386401,0.8076923075947551,0.3531591828040759,0.8946538124556713
18,0.5571296120431342,0.8109656302121189,0.35069488762868906,0.8965819456617002
19,0.5563680226205804,0.8101472995090017,0.34651083684510875,0.8913234005363023
20,0.549272950025315,0.8117839606225783,0.33172424422033414,0.8979842243750402
21,0.5421115374604145,0.8166939442559662,0.340806185514858,0.8972830850131464
22,0.5471716438299701,0.8158756136504015,0.32760706410190704,0.8955302366345311
23,0.5432700831839379,0.8216039280844594,0.3251766049553698,0.901840490797546
24,0.5424484276927629,0.8199672666782248,0.3151740935943714,0.906923751105978
25,0.545676602767064,0.8150572830448369,0.30445961683701256,0.9116564417491347
26,0.534470790341716,0.817512275056636,0.3010759775101564,0.9083260298297658
27,0.5408780479684789,0.8158756136504015,0.2919105081574944,0.9158632778578114
28,0.5350855690367678,0.8175122748615309,0.28642330223483853,0.9218229623137598
29,0.5405632579385161,0.8191489361702128,0.2906267691870513,0.9135845749551638
30,0.5297460156064572,0.8248772503116127,0.28560234044958477,0.9170902717123942
31,0.528460781039661,0.8175122748615309,0.2817913567831807,0.9204206836213155
32,0.5269782170531403,0.8183306055646481,0.2766131207307737,0.9228746713513768
33,0.5241767154387679,0.8232405892468123,0.27326678440405755,0.9181419807186678
34,0.515218647919388,0.8248772505067179,0.27448072909890925,0.9219982471620691
35,0.5270256071356041,0.8199672666782248,0.2554883995043615,0.9291849255248394
36,0.5155855492367096,0.8232405891004834,0.2538788459783683,0.9307624890446976
37,0.5148958819880228,0.8314238952536824,0.25208383696210895,0.9295354951901148
