train_loss	val_loss	acc	acc_loss
1.6179375142616519	1.5929135964076764	0.24136722173531988	0.3625204582651391
1.5611834079941358	1.516585893989975	0.36389132340574976	0.4386252044850988
1.4714007485027798	1.4218316140619707	0.41893076250994027	0.4648117838631675
1.3905303090418983	1.3562338254650759	0.44697633656256036	0.5000000000243882
1.337521068199385	1.3054294287670654	0.4687116564573895	0.5130932896890343
1.2906666964632079	1.2556893065596173	0.4913234005415262	0.5417348607862444
1.238712128853192	1.2003198114822813	0.516739702047119	0.5556464812759487
1.188309402783433	1.156173056159199	0.5384750219523959	0.5834697218163705
1.150361183795043	1.1202305516322584	0.5547765118369504	0.5941080197374872
1.1200134964599409	1.0924176338651566	0.5700262927570225	0.6055646482153922
1.0965016013796554	1.0709343520397054	0.5822962314177771	0.6096563010481102
1.0729827857038412	1.049298367796865	0.587905346229346	0.6129296236654741
1.0510689749517115	1.031442375503078	0.5991235758315879	0.6153846152870628
1.0309710473997566	1.0141133495321446	0.6073619632215275	0.6301145663823317
0.9967381114608671	0.9960534235069287	0.6157756354284328	0.6317512275934609
0.9866859442930698	0.9806440217990532	0.6236634531322015	0.6350245499181669
0.9776565540474199	0.9673097898448938	0.6338299737124982	0.6399345335515548
0.9502823635948843	0.9520814976793655	0.6392638037227728	0.6505728315214478
0.9335012806600693	0.9361756417638151	0.6439964943345862	0.6513911619319073
0.9191320564953723	0.9243764705626742	0.6559158632830504	0.6603927987882237
0.8996049766473662	0.9124880822317495	0.663628396175077	0.6693944352543295
0.8796673548420096	0.8990815039937508	0.6764241893128488	0.6726677576765882
0.8651551734241448	0.8850880343277989	0.6815074496265047	0.6873977086743044
0.8588773317654649	0.8741601339728859	0.6829097283398446	0.6849427169551631
0.837205360888599	0.8619325167808908	0.6904469763574425	0.6931260228157043
0.8161878363799882	0.8520649953481608	0.7016652059910279	0.693944353421269
0.8188010754865267	0.8406794617492126	0.704995617899949	0.6955810147299509
0.8035629416744924	0.8312401868122494	0.7099035933705196	0.7103109656301145
0.7861164929781119	0.8215711316773622	0.7158632778369158	0.7111292963332319
0.7738478627464	0.8093047154710648	0.7223488168586878	0.720130932994443
0.7662710787850864	0.8002632865148753	0.71340929012775	0.7242225860222662
0.7417247613723815	0.7917639548279064	0.7298860648762856	0.723404255319149
0.7372173594968764	0.7823488731821313	0.7340929009849622	0.7307692308667834
0.7295679981096286	0.7760408577279061	0.7386503067902574	0.7299509001636661
0.713415970633053	0.7685227343376647	0.7449605609428245	0.7324058919803601
0.700380185076691	0.7614427058669432	0.7496932515441901	0.7324058918828075
0.6946765586642399	0.7528148619320896	0.7579316389550251	0.7381342063168652
0.6867256844179553	0.746311504399913	0.7563540753933758	0.7405891979384539
0.67441506117295	0.7388533502085509	0.7577563540858203	0.7414075287391239
0.6690641615915257	0.7336008792130334	0.7598597721506064	0.7528641571194763
0.6551987657152071	0.7273353608462307	0.7668711656546195	0.7504091652052297
0.645780545561905	0.7195062315405488	0.7705521472497115	0.7495908347947703
0.6256805033405866	0.7126922524989919	0.7817703768624014	0.7585924713584288
0.6273868120103212	0.7073380640797842	0.7794916739910972	0.7569558100497469
0.616226657506774	0.7005504033179213	0.7786152498017895	0.7643207854998287
0.5982213036048631	0.6981422253891997	0.7893076248904469	0.7684124386252046
0.5992377815175537	0.6902875275200205	0.7938650306852945	0.7675941080196399
0.5841238945957655	0.6889879607920171	0.7980718668148666	0.7692307691332166
0.5874109318181154	0.6829335665644288	0.7956178790534619	0.7692307692307693
0.5728371130803716	0.6770900538139375	0.8014022787237878	0.7716857609499106
0.5679000588282486	0.6761692787738557	0.80420683614002	0.7716857610474632
0.5575703308887381	0.6685174901629821	0.8103418054442778	0.7700490997387812
0.5477660569101964	0.6607758638901718	0.8106923751200008	0.7774140753839683
0.5375376886489828	0.6588120675613759	0.813496932536233	0.7782324058919804
0.5361522772874255	0.6514655263841445	0.8168273444451541	0.7815057282166863
0.5199609041109511	0.650915584860769	0.8280455740682918	0.7782324059895329
0.5186065564753192	0.6456929524284338	0.8220858895914477	0.7839607200333802
0.5179102780681029	0.6428833199015616	0.8262927256896765	0.7782324059895329
0.5068922451564244	0.6379902593047646	0.8310254163119377	0.7839607200333802
0.49142149981441047	0.6327427912460801	0.8369851008096774	0.7831423894278157
