,val_loss,val_acc,loss,acc
0,0.4793650723072643,0.8445475638248606,0.3965193195776506,0.8691761363636363
1,0.4780406161456223,0.8452104740202881,0.3767513444477862,0.8749289772727272
2,0.4637500664276677,0.8521710308450794,0.3740267572077838,0.8782670454545455
3,0.46277368113640566,0.8571428571626134,0.3656014208766547,0.87890625
4,0.45853030532450323,0.8558170367915148,0.3528166071257808,0.8877130681818182
5,0.4533870795338526,0.856479946967186,0.3458959078246897,0.8890625
6,0.451722692546364,0.8584686775534683,0.3495464490218596,0.8858664772727273
7,0.44656306166877247,0.8601259529333776,0.3360522404990413,0.8901278409090909
8,0.4457639114678716,0.8601259529333776,0.33147796243429184,0.8921875
9,0.43362544750116266,0.8687437852368594,0.322090028158643,0.8975852272727273
10,0.4368704535291809,0.8634405038314897,0.32438285635276276,0.8954545454545455
11,0.43540598692623717,0.8647663242025885,0.3115366860546849,0.9020596590909091
12,0.4280794262688485,0.8700696055882018,0.30815938846631485,0.9049005681818182
13,0.4279840782378579,0.8700696056474705,0.30238150893287224,0.9055397727272727
14,0.4260701167591368,0.8710639708319523,0.3024292718280445,0.9071732954545455
15,0.41997041661671386,0.8700696055684455,0.2924864655191248,0.9091619318181818
16,0.41691018755087444,0.872721246330399,0.29086747724901546,0.9080965909090909
17,0.41666501229533226,0.8707325157441167,0.2816823827272112,0.9127130681818182
18,0.41335770573725084,0.8760357971692425,0.2815176928585226,0.9116477272727272
19,0.4149829134824144,0.8763672522768343,0.27387443760579283,0.9134943181818181
20,0.4076668983822356,0.8757043420814069,0.27159402736208654,0.9168323863636364
21,0.41441314619801317,0.8757043420616506,0.26374542753804814,0.9186079545454545
22,0.4070554159613765,0.877361617520585,0.2604355107654225,0.9213068181818181
23,0.40347554362053345,0.8780245277160124,0.2547996092249047,0.9212357954545455
24,0.40150314877177057,0.8800132582035134,0.24840799715708603,0.9247869318181818
25,0.3985316529302041,0.8783559827643355,0.248533299903978,0.9227982954545455
26,0.4006611939901187,0.8766987073251574,0.24914243018085305,0.9246448863636364
27,0.4007005977599005,0.8786874378719273,0.23689641986380924,0.9296164772727272
